transaction_id,account_id,merchant_id,timestamp,amount,currency,transaction_type,status,is_injected_anomaly,anomaly_type,customer_id,customer_country,customer_segment,typical_amount,preferred_hour,international_probability,merchant_category,country,online,signed_amount,effective_amount,customer_transaction_number,previous_timestamp,previous_amount,previous_merchant_category,time_since_previous_transaction,hours_since_previous_transaction,days_since_previous_transaction,transactions_previous_7d,average_amount_previous_30d,average_amount_previous_90d,amount_ratio_to_previous_30d,average_amount_all_previous
T0000382,A00050,M00027,2025-11-13 17:22:00,88.2,EUR,Purchase,Completed,False,none,C00044,Germany,Standard,62.33,15,0.342,Electronics,Germany,True,88.2,88.2,15,2025-11-06 16:07:00,72.13,Fashion,7 days 01:15:00,169.25,7.052083333333333,0,163.53,140.885,0.5393505778756191,89.19785714285715
T0000846,A00050,M00027,2025-11-14 15:44:00,359.34,EUR,Purchase,Completed,False,none,C00044,Germany,Standard,62.33,15,0.342,Electronics,Germany,True,359.34,359.34,16,2025-11-13 17:22:00,88.2,Electronics,0 days 22:22:00,22.366666666666667,0.9319444444444445,1,138.42,130.348,2.5960121369744256,89.13133333333333
T0000140,A00050,M00032,2025-12-08 16:38:00,140.65,USD,Purchase,Completed,False,none,C00044,Germany,Standard,62.33,15,0.342,Electronics,United States,True,140.65,140.65,17,2025-11-14 15:44:00,359.34,Electronics,24 days 00:54:00,576.9,24.037499999999998,0,223.76999999999998,193.64999999999998,0.628547168968137,106.019375
T0000270,A00051,M00025,2025-01-02 10:59:00,246.42,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Electronics,Spain,True,246.42,246.42,1,,,,,,,0,,,,
T0000388,A00051,M00031,2025-02-12 15:06:00,88.15,GBP,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Electronics,United Kingdom,True,88.15,88.15,2,2025-01-02 10:59:00,246.42,Electronics,41 days 04:07:00,988.1166666666667,41.171527777777776,0,,246.42,,246.42
T0000805,A00051,M00025,2025-04-05 10:08:00,85.87,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Electronics,Spain,True,85.87,85.87,3,2025-02-12 15:06:00,88.15,Electronics,51 days 19:02:00,1243.0333333333333,51.793055555555554,0,,88.15,,167.285
T0000234,A00051,M00057,2025-05-04 19:18:00,25.04,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Entertainment,Spain,True,25.04,25.04,4,2025-04-05 10:08:00,85.87,Electronics,29 days 09:10:00,705.1666666666666,29.381944444444443,0,85.87,87.01,0.29160358681728193,140.14666666666668
T0000904,A00051,M00065,2025-05-06 15:55:00,42.07,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Fashion,Spain,True,42.07,42.07,5,2025-05-04 19:18:00,25.04,Entertainment,1 days 20:37:00,44.61666666666667,1.8590277777777777,1,25.04,66.35333333333334,1.680111821086262,111.37
T0000284,A00051,M00073,2025-07-27 15:08:00,70.18,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Health,Spain,False,70.18,70.18,6,2025-05-06 15:55:00,42.07,Fashion,81 days 23:13:00,1967.2166666666667,81.96736111111112,0,,33.555,,97.51
T0000658,A00051,M00009,2025-08-05 15:49:00,52.16,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Restaurants,Spain,False,52.16,52.16,7,2025-07-27 15:08:00,70.18,Health,9 days 00:41:00,216.68333333333334,9.028472222222222,0,70.18,70.18,0.7432316899401538,92.955
T0000261,A00051,M00049,2025-10-25 14:34:00,85.6,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Home,Spain,True,85.6,85.6,8,2025-08-05 15:49:00,52.16,Restaurants,80 days 22:45:00,1942.75,80.94791666666667,0,,61.17,,87.12714285714286
T0000155,A00051,M00009,2025-10-29 13:05:00,84.95,EUR,Purchase,Completed,False,none,C00045,Spain,Standard,86.68,14,0.204,Restaurants,Spain,False,84.95,84.95,9,2025-10-25 14:34:00,85.6,Home,3 days 22:31:00,94.51666666666667,3.9381944444444446,1,85.6,68.88,0.9924065420560748,86.93625
T0000784,A00052,M00022,2025-04-06 18:50:00,24.27,EUR,Purchase,Completed,False,none,C00046,United States,Standard,31.58,16,0.306,Books,Ireland,True,24.27,24.27,1,,,,,,,0,,,,
T0000701,A00052,M00024,2025-07-10 21:46:00,23.3,USD,Purchase,Completed,False,none,C00046,United States,Standard,31.58,16,0.306,Books,United States,True,23.3,23.3,2,2025-04-06 18:50:00,24.27,Books,95 days 02:56:00,2282.9333333333334,95.12222222222222,0,,,,24.27
T0000979,A00053,M00080,2025-01-17 18:27:00,36.68,USD,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Health,United States,False,36.68,36.68,1,,,,,,,0,,,,
T0000084,A00053,M00052,2025-01-28 16:23:00,49.49,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Home,Italy,True,49.49,49.49,2,2025-01-17 18:27:00,36.68,Health,10 days 21:56:00,261.93333333333334,10.91388888888889,0,36.68,36.68,1.349236641221374,36.68
T0000767,A00053,M00044,2025-02-06 22:05:00,169.26,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,169.26,169.26,3,2025-01-28 16:23:00,49.49,Home,9 days 05:42:00,221.7,9.237499999999999,0,43.085,43.085,3.9285134037367992,43.085
T0000520,A00053,M00004,2025-03-05 19:24:00,120.11,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Groceries,Italy,False,120.11,120.11,4,2025-02-06 22:05:00,169.26,Travel,26 days 21:19:00,645.3166666666667,26.888194444444448,0,169.26,85.14333333333333,0.7096183386505968,85.14333333333333
T0000672,A00053,M00020,2025-04-07 17:48:00,52.81,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Books,Italy,True,52.81,52.81,5,2025-03-05 19:24:00,120.11,Groceries,32 days 22:24:00,790.4,32.93333333333333,0,,93.885,,93.885
T0000545,A00053,M00052,2025-04-09 20:00:00,116.55,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Home,Italy,True,116.55,116.55,6,2025-04-07 17:48:00,52.81,Books,2 days 02:12:00,50.2,2.091666666666667,1,52.81,85.67,2.2069683772012874,85.67
T0000584,A00053,M00052,2025-04-30 12:41:00,47.58,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Home,Italy,True,47.58,47.58,7,2025-04-09 20:00:00,116.55,Home,20 days 16:41:00,496.68333333333334,20.695138888888888,0,84.68,114.6825,0.5618800188946622,90.81666666666666
T0000848,A00053,M00044,2025-05-01 15:43:00,241.86,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,241.86,241.86,8,2025-04-30 12:41:00,47.58,Home,1 days 03:02:00,27.033333333333335,1.1263888888888889,1,72.31333333333333,101.262,3.3446114132939986,84.64
T0000120,A00053,M00012,2025-05-23 19:03:00,18.82,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Restaurants,Italy,False,18.82,18.82,9,2025-05-01 15:43:00,241.86,Travel,22 days 03:20:00,531.3333333333334,22.13888888888889,0,144.72,115.78200000000001,0.1300442233278054,104.2925
T0000734,A00053,M00044,2025-07-06 15:57:00,226.86,EUR,Purchase,Declined,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,226.86,0.0,10,2025-05-23 19:03:00,18.82,Restaurants,43 days 20:54:00,1052.9,43.87083333333334,0,,95.524,,94.79555555555557
T0000554,A00053,M00028,2025-07-12 18:59:00,346.57,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Electronics,Italy,True,346.57,346.57,11,2025-07-06 15:57:00,226.86,Travel,6 days 03:02:00,147.03333333333333,6.126388888888889,1,226.86,133.78,1.5276822710041433,108.002
T0000643,A00053,M00004,2025-07-14 17:04:00,25.24,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Groceries,Italy,False,25.24,25.24,12,2025-07-12 18:59:00,346.57,Electronics,1 days 22:05:00,46.083333333333336,1.920138888888889,1,286.71500000000003,176.33800000000002,0.0880316690790506,129.69000000000003
T0000445,A00053,M00044,2025-07-30 18:49:00,406.73,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,406.73,406.73,13,2025-07-14 17:04:00,25.24,Groceries,16 days 01:45:00,385.75,16.072916666666668,0,199.55666666666664,154.37249999999997,2.038167938931298,120.98583333333333
T0000759,A00053,M00044,2025-08-08 19:16:00,125.57,EUR,Refund,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,-125.57,-125.57,14,2025-07-30 18:49:00,406.73,Travel,9 days 00:27:00,216.45,9.018749999999999,0,259.5133333333333,204.844,0.48386723867752457,142.96615384615384
T0000934,A00053,M00005,2025-09-11 19:13:00,53.83,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Groceries,Portugal,False,53.83,53.83,15,2025-08-08 19:16:00,125.57,Travel,33 days 23:57:00,815.95,33.99791666666667,0,,226.19400000000002,,141.72357142857143
T0000528,A00053,M00004,2025-10-21 16:40:00,23.1,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Groceries,Italy,False,23.1,23.1,16,2025-09-11 19:13:00,53.83,Groceries,39 days 21:27:00,957.45,39.893750000000004,0,,195.3766666666667,,135.864
T0000897,A00053,M00044,2025-10-28 16:37:00,209.88,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Travel,Italy,True,209.88,209.88,17,2025-10-21 16:40:00,23.1,Groceries,6 days 23:57:00,167.95,6.997916666666666,1,23.1,152.3075,9.085714285714285,128.81625
T0000429,A00053,M00076,2025-11-09 21:11:00,45.61,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Health,Italy,False,45.61,45.61,18,2025-10-28 16:37:00,209.88,Travel,12 days 04:34:00,292.56666666666666,12.190277777777778,0,116.49,95.60333333333334,0.39153575414198644,133.58470588235295
T0000231,A00053,M00052,2025-11-10 14:56:00,73.18,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Home,Italy,True,73.18,73.18,19,2025-11-09 21:11:00,45.61,Health,0 days 17:45:00,17.75,0.7395833333333334,1,92.86333333333333,83.105,0.7880397717075273,128.69722222222222
T0000312,A00053,M00012,2025-12-19 14:06:00,68.93,EUR,Purchase,Completed,False,none,C00047,Italy,Standard,56.55,17,0.155,Restaurants,Italy,False,68.93,68.93,20,2025-11-10 14:56:00,73.18,Home,38 days 23:10:00,935.1666666666666,38.96527777777778,0,,87.94250000000001,,125.77526315789474
T0000944,A00054,M00008,2025-01-04 19:41:00,18.12,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,18.12,18.12,1,,,,,,,0,,,,
T0000590,A00054,M00016,2025-02-08 14:20:00,22.95,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Restaurants,United States,False,22.95,22.95,2,2025-01-04 19:41:00,18.12,Groceries,34 days 18:39:00,834.65,34.77708333333333,0,,18.12,,18.12
T0000407,A00054,M00032,2025-04-09 18:49:00,37.27,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Electronics,United States,True,37.27,37.27,3,2025-02-08 14:20:00,22.95,Restaurants,60 days 04:29:00,1444.4833333333333,60.18680555555556,0,,22.95,,20.535
T0000992,A00054,M00040,2025-05-29 19:38:00,28.1,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Sports,United States,False,28.1,28.1,4,2025-04-09 18:49:00,37.27,Electronics,50 days 00:49:00,1200.8166666666666,50.03402777777777,0,,37.27,,26.113333333333333
T0000898,A00054,M00008,2025-06-20 14:22:00,6.51,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,6.51,6.51,5,2025-05-29 19:38:00,28.1,Sports,21 days 18:44:00,522.7333333333333,21.780555555555555,0,28.1,32.685,0.23167259786476865,26.61
T0000335,A00054,M00008,2025-06-28 11:47:00,12.15,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,12.15,12.15,6,2025-06-20 14:22:00,6.51,Groceries,7 days 21:25:00,189.41666666666666,7.892361111111111,0,17.305,23.960000000000004,0.7021092169893095,22.59
T0000514,A00054,M00064,2025-09-04 16:30:00,26.95,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Entertainment,United States,True,26.95,26.95,7,2025-06-28 11:47:00,12.15,Groceries,68 days 04:43:00,1636.7166666666667,68.19652777777777,0,,9.33,,20.85
T0000367,A00054,M00056,2025-09-08 23:58:00,26.3,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Home,United States,True,26.3,26.3,8,2025-09-04 16:30:00,26.95,Entertainment,4 days 07:28:00,103.46666666666667,4.311111111111111,1,26.95,15.203333333333333,0.9758812615955473,21.72142857142857
T0000875,A00054,M00008,2025-09-15 15:51:00,17.1,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,17.1,17.1,9,2025-09-08 23:58:00,26.3,Home,6 days 15:53:00,159.88333333333333,6.6618055555555555,1,26.625,17.9775,0.6422535211267606,22.29375
T0000176,A00054,M00008,2025-10-01 12:50:00,15.76,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,15.76,15.76,10,2025-09-15 15:51:00,17.1,Groceries,15 days 20:59:00,380.98333333333335,15.874305555555557,0,23.45,23.450000000000003,0.6720682302771855,21.71666666666667
T0000339,A00054,M00031,2025-10-08 15:45:00,64.49,GBP,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Electronics,United Kingdom,True,64.49,64.49,11,2025-10-01 12:50:00,15.76,Groceries,7 days 02:55:00,170.91666666666666,7.121527777777778,0,19.72,21.5275,3.270283975659229,21.121000000000002
T0000379,A00054,M00008,2025-12-26 17:57:00,39.77,USD,Purchase,Completed,False,none,C00048,United States,Student,26.13,15,0.181,Groceries,United States,False,39.77,39.77,12,2025-10-08 15:45:00,64.49,Electronics,79 days 02:12:00,1898.2,79.09166666666667,0,,40.12499999999999,,25.063636363636363
T0000431,A00056,M00018,2025-01-21 20:08:00,11.22,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,France,True,11.22,11.22,1,,,,,,,0,,,,
T0000987,A00055,M00008,2025-01-31 13:20:00,13.36,USD,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Groceries,United States,False,13.36,13.36,2,2025-01-21 20:08:00,11.22,Books,9 days 17:12:00,233.2,9.716666666666667,0,11.22,11.22,1.1907308377896613,11.22
T0000644,A00055,M00062,2025-02-23 22:13:00,16.69,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,Ireland,True,16.69,16.69,3,2025-01-31 13:20:00,13.36,Groceries,23 days 08:53:00,560.8833333333333,23.37013888888889,0,13.36,12.29,1.2492514970059883,12.29
T0000534,A00055,M00022,2025-04-10 17:06:00,12.12,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,Ireland,True,12.12,12.12,4,2025-02-23 22:13:00,16.69,Entertainment,45 days 18:53:00,1098.8833333333334,45.78680555555556,0,,13.756666666666668,,13.756666666666668
T0000739,A00055,M00023,2025-04-19 18:54:00,16.54,GBP,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,United Kingdom,True,16.54,16.54,5,2025-04-10 17:06:00,12.12,Books,9 days 01:48:00,217.8,9.075000000000001,0,12.12,13.3475,1.3646864686468647,13.3475
T0000820,A00055,M00032,2025-07-13 19:31:00,25.58,USD,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Electronics,United States,True,25.58,25.58,6,2025-04-19 18:54:00,16.54,Books,85 days 00:37:00,2040.6166666666666,85.02569444444444,0,,16.54,,13.986
T0000333,A00055,M00022,2025-08-06 18:21:00,9.83,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,Ireland,True,9.83,9.83,7,2025-07-13 19:31:00,25.58,Electronics,23 days 22:50:00,574.8333333333334,23.95138888888889,0,25.58,25.58,0.3842845973416732,15.918333333333331
T0000144,A00055,M00064,2025-08-12 20:36:00,14.37,USD,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,United States,True,14.37,14.37,8,2025-08-06 18:21:00,9.83,Books,6 days 02:15:00,146.25,6.09375,1,9.83,17.705,1.461851475076297,15.04857142857143
T0000535,A00055,M00022,2025-08-22 14:56:00,10.19,EUR,Purchase,Declined,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,Ireland,True,10.19,0.0,9,2025-08-12 20:36:00,14.37,Entertainment,9 days 18:20:00,234.33333333333334,9.76388888888889,0,12.1,16.593333333333334,0.8421487603305785,14.96375
T0000152,A00055,M00022,2025-08-28 21:40:00,7.19,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,Ireland,True,7.19,7.19,10,2025-08-22 14:56:00,10.19,Books,6 days 06:44:00,150.73333333333332,6.280555555555555,1,11.463333333333333,14.9925,0.6272172143064845,14.433333333333334
T0000003,A00055,M00062,2025-09-13 14:52:00,16.36,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,Ireland,True,16.36,16.36,11,2025-08-28 21:40:00,7.19,Books,15 days 17:12:00,377.2,15.716666666666667,0,8.69,13.431999999999999,1.8826237054085155,13.709
T0000167,A00055,M00022,2025-10-04 13:46:00,14.11,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Books,Ireland,True,14.11,14.11,12,2025-09-13 14:52:00,16.36,Entertainment,20 days 22:54:00,502.9,20.954166666666666,0,16.36,13.92,0.8624694376528117,13.95
T0000246,A00055,M00064,2025-10-13 16:21:00,19.5,USD,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,United States,True,19.5,19.5,13,2025-10-04 13:46:00,14.11,Books,9 days 02:35:00,218.58333333333334,9.10763888888889,0,14.11,12.008333333333333,1.3819985825655563,13.963333333333333
T0000311,A00056,M00062,2025-11-23 14:21:00,9.84,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,Ireland,True,9.84,9.84,14,2025-10-13 16:21:00,19.5,Entertainment,40 days 22:00:00,982.0,40.916666666666664,0,,14.29,,14.38923076923077
T0000537,A00056,M00064,2025-12-01 21:29:00,11.49,USD,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,United States,True,11.49,11.49,15,2025-11-23 14:21:00,9.84,Entertainment,8 days 07:08:00,199.13333333333333,8.297222222222222,0,9.84,14.9525,1.1676829268292683,14.064285714285715
T0000666,A00056,M00060,2025-12-13 18:54:00,7.3,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,Italy,True,7.3,7.3,16,2025-12-01 21:29:00,11.49,Entertainment,11 days 21:25:00,285.4166666666667,11.892361111111112,0,10.665,13.735,0.6844819503047351,13.892666666666665
T0000935,A00055,M00030,2025-12-25 11:06:00,59.15,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Electronics,Ireland,True,59.15,59.15,17,2025-12-13 18:54:00,7.3,Entertainment,11 days 16:12:00,280.2,11.674999999999999,0,9.395,12.448,6.295902075572113,13.480625
T0000773,A00056,M00062,2025-12-27 13:53:00,10.15,EUR,Purchase,Completed,False,none,C00049,Ireland,Student,26.92,17,0.174,Entertainment,Ireland,True,10.15,10.15,18,2025-12-25 11:06:00,59.15,Electronics,2 days 02:47:00,50.78333333333333,2.115972222222222,1,25.98,20.231666666666666,0.39068514241724406,16.16705882352941
T0000781,A00057,M00079,2025-01-27 12:47:00,65.3,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Health,United Kingdom,False,65.3,65.3,1,,,,,,,0,,,,
T0000793,A00057,M00026,2025-02-25 20:32:00,264.26,EUR,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,France,True,264.26,264.26,2,2025-01-27 12:47:00,65.3,Health,29 days 07:45:00,703.75,29.322916666666668,0,65.3,65.3,4.0468606431852985,65.3
T0000294,A00057,M00080,2025-03-12 16:38:00,30.55,USD,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Health,United States,False,30.55,30.55,3,2025-02-25 20:32:00,264.26,Electronics,14 days 20:06:00,356.1,14.8375,0,264.26,164.78,0.11560584273064407,164.78
T0000293,A00057,M00028,2025-04-08 13:16:00,899.31,EUR,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,Italy,True,899.31,899.31,4,2025-03-12 16:38:00,30.55,Health,26 days 20:38:00,644.6333333333333,26.85972222222222,0,30.55,120.03666666666668,29.437315875613745,120.03666666666668
T0000373,A00057,M00031,2025-04-19 18:48:00,108.05,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,United Kingdom,True,108.05,108.05,5,2025-04-08 13:16:00,899.31,Electronics,11 days 05:32:00,269.53333333333336,11.230555555555556,0,899.31,314.855,0.12014766876827791,314.855
T0000596,A00057,M00031,2025-05-28 17:03:00,180.46,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,United Kingdom,True,180.46,180.46,6,2025-04-19 18:48:00,108.05,Electronics,38 days 22:15:00,934.25,38.927083333333336,0,,345.97,,273.494
T0000912,A00057,M00015,2025-06-04 12:54:00,65.18,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Restaurants,United Kingdom,False,65.18,65.18,7,2025-05-28 17:03:00,180.46,Electronics,6 days 19:51:00,163.85,6.827083333333333,1,180.46,304.5925,0.3611880749196498,257.9883333333333
T0000510,A00057,M00032,2025-06-20 15:41:00,157.58,USD,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,United States,True,157.58,157.58,8,2025-06-04 12:54:00,65.18,Restaurants,16 days 02:47:00,386.78333333333336,16.115972222222222,0,122.82000000000001,313.25,1.2830157954730501,230.4442857142857
T0000711,A00057,M00015,2025-08-27 16:18:00,92.26,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Restaurants,United Kingdom,False,92.26,92.26,9,2025-06-20 15:41:00,157.58,Electronics,68 days 00:37:00,1632.6166666666666,68.02569444444444,0,,111.38000000000001,,221.33625
T0000317,A00057,M00079,2025-08-29 13:24:00,61.31,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Health,United Kingdom,False,61.31,61.31,10,2025-08-27 16:18:00,92.26,Restaurants,1 days 21:06:00,45.1,1.8791666666666667,1,92.26,105.00666666666667,0.6645350097550401,206.99444444444444
T0000749,A00057,M00031,2025-11-11 12:04:00,943.27,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Electronics,United Kingdom,True,943.27,943.27,11,2025-08-29 13:24:00,61.31,Health,73 days 22:40:00,1774.6666666666667,73.94444444444444,0,,76.785,,192.426
T0000122,A00057,M00007,2025-11-22 19:27:00,51.43,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Groceries,United Kingdom,False,51.43,51.43,12,2025-11-11 12:04:00,943.27,Electronics,11 days 07:23:00,271.3833333333333,11.307638888888889,0,943.27,365.6133333333333,0.05452309519013644,260.68454545454546
T0000527,A00057,M00023,2025-12-05 14:22:00,34.83,GBP,Purchase,Completed,False,none,C00050,United Kingdom,Premium,109.35,16,0.239,Books,United Kingdom,True,34.83,34.83,13,2025-11-22 19:27:00,51.43,Groceries,12 days 18:55:00,306.9166666666667,12.788194444444445,0,497.34999999999997,497.3499999999999,0.07003116517542977,243.24666666666667
T0000654,A00058,M00055,2025-02-16 16:25:00,375.94,GBP,Purchase,Completed,True,high_amount,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,375.94,375.94,1,,,,,,,0,,,,
T0000561,A00058,M00063,2025-02-22 15:32:00,55.86,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Entertainment,United Kingdom,True,55.86,55.86,2,2025-02-16 16:25:00,375.94,Home,5 days 23:07:00,143.11666666666667,5.9631944444444445,1,375.94,375.94,0.14858754056498377,375.94
T0000040,A00058,M00055,2025-03-09 13:34:00,324.38,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,324.38,324.38,3,2025-02-22 15:32:00,55.86,Entertainment,14 days 22:02:00,358.03333333333336,14.918055555555556,0,215.9,215.9,1.502454840203798,215.9
T0000699,A00058,M00055,2025-04-20 20:36:00,209.35,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,209.35,209.35,4,2025-03-09 13:34:00,324.38,Home,42 days 07:02:00,1015.0333333333333,42.293055555555554,0,,252.06000000000003,,252.06000000000003
T0000185,A00058,M00055,2025-05-21 21:01:00,63.72,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,63.72,63.72,5,2025-04-20 20:36:00,209.35,Home,31 days 00:25:00,744.4166666666666,31.01736111111111,0,,196.53,,241.3825
T0000855,A00058,M00055,2025-05-24 21:46:00,218.31,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,218.31,218.31,6,2025-05-21 21:01:00,63.72,Home,3 days 00:45:00,72.75,3.03125,1,63.72,199.15,3.4260828625235407,205.85
T0000542,A00058,M00055,2025-05-25 19:33:00,90.73,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,90.73,90.73,7,2025-05-24 21:46:00,218.31,Home,0 days 21:47:00,21.783333333333335,0.907638888888889,2,141.015,203.94,0.6434067297805199,207.92666666666665
T0000331,A00058,M00076,2025-06-23 16:55:00,60.57,EUR,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Health,Italy,False,60.57,60.57,8,2025-05-25 19:33:00,90.73,Home,28 days 21:22:00,693.3666666666667,28.89027777777778,0,154.52,145.5275,0.39198809215635516,191.18428571428572
T0000304,A00058,M00063,2025-07-07 21:10:00,48.5,GBP,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Entertainment,United Kingdom,True,48.5,48.5,9,2025-06-23 16:55:00,60.57,Health,14 days 04:15:00,340.25,14.177083333333334,0,60.57,128.536,0.8007264322271752,174.8575
T0000891,A00058,M00055,2025-07-15 03:22:00,170.24,GBP,Purchase,Completed,True,unusual_hour,C00051,United Kingdom,Premium,77.35,17,0.304,Home,United Kingdom,True,170.24,170.24,10,2025-07-07 21:10:00,48.5,Entertainment,7 days 06:12:00,174.2,7.258333333333333,0,54.535,115.19666666666666,3.1216649857889434,160.81777777777776
T0000890,A00058,M00074,2025-08-28 21:34:00,34.69,EUR,Purchase,Completed,False,none,C00051,United Kingdom,Premium,77.35,17,0.304,Health,France,False,34.69,34.69,11,2025-07-15 03:22:00,170.24,Home,44 days 18:12:00,1074.2,44.75833333333333,0,,93.10333333333334,,161.76
T0000762,A00060,M00058,2025-02-08 15:43:00,88.01,EUR,Purchase,Completed,False,none,C00052,France,Standard,65.13,13,0.16,Entertainment,France,True,88.01,88.01,1,,,,,,,0,,,,
