transaction_id,account_id,merchant_id,timestamp,amount,currency,transaction_type,status,is_injected_anomaly,anomaly_type
T0000594,A00093,M00012,2025-11-01 18:12:00,35.29,EUR,Purchase,Completed,False,none
T0000595,A00034,M00007,2025-02-12 22:00:00,15.22,GBP,Purchase,Completed,False,none
T0000596,A00057,M00031,2025-05-28 17:03:00,180.46,GBP,Purchase,Completed,False,none
T0000597,A00009,M00050,2025-03-15 16:25:00,46.12,EUR,Purchase,Completed,False,none
T0000598,A00101,M00019,2025-04-18 09:47:00,48.33,EUR,Purchase,Completed,False,none
T0000599,A00019,M00062,2025-01-17 15:47:00,50.58,EUR,Purchase,Completed,False,none
T0000600,A00008,M00079,2025-12-13 17:48:00,78.34,GBP,Purchase,Completed,False,none
T0000601,A00023,M00023,2025-12-09 12:42:00,8.89,GBP,Purchase,Completed,False,none
T0000602,A00089,M00066,2025-02-16 10:01:00,32.62,EUR,Purchase,Completed,False,none
T0000603,A00008,M00050,2025-03-14 17:53:00,147.35,EUR,Refund,Completed,False,none
T0000604,A00069,M00022,2025-11-19 16:56:00,122.1,EUR,Purchase,Completed,False,none
T0000605,A00084,M00002,2025-06-01 08:50:00,47.53,EUR,Purchase,Completed,False,none
T0000606,A00084,M00066,2025-01-23 11:26:00,38.38,EUR,Purchase,Completed,False,none
T0000607,A00021,M00029,2025-02-19 14:12:00,411.95,EUR,Purchase,Completed,False,none
T0000608,A00004,M00033,2025-05-31 14:54:00,102.48,EUR,Purchase,Completed,False,none
T0000609,A00050,M00008,2025-07-23 18:11:00,33.96,USD,Purchase,Completed,False,none
T0000610,A00022,M00074,2025-08-19 13:47:00,8.15,EUR,Purchase,Completed,False,none
T0000611,A00079,M00009,2025-02-25 12:57:00,51.89,EUR,Purchase,Completed,False,none
T0000612,A00042,M00049,2025-05-16 11:54:00,47.37,EUR,Purchase,Completed,False,none
T0000613,A00050,M00027,2025-04-06 15:31:00,164.64,EUR,Purchase,Completed,False,none
T0000614,A00008,M00055,2025-07-15 18:50:00,120.21,GBP,Purchase,Completed,False,none
T0000615,A00065,M00017,2025-04-28 12:49:00,16.11,EUR,Purchase,Completed,False,none
T0000616,A00019,M00005,2025-03-16 15:58:00,36.32,EUR,Purchase,Completed,False,none
T0000617,A00077,M00040,2025-10-25 14:21:00,209.46,USD,Purchase,Completed,False,none
T0000618,A00005,M00070,2025-07-27 15:37:00,186.66,EUR,Purchase,Completed,False,none
T0000619,A00116,M00002,2025-06-22 16:49:00,22.08,EUR,Purchase,Completed,False,none
T0000620,A00078,M00037,2025-02-19 15:13:00,103.28,EUR,Purchase,Completed,False,none
T0000621,A00019,M00062,2025-01-26 18:13:00,48.71,EUR,Purchase,Completed,False,none
T0000622,A00001,M00016,2025-10-18 17:23:00,23.5,USD,Purchase,Completed,False,none
T0000623,A00041,M00080,2025-12-20 09:21:00,17.58,USD,Purchase,Completed,False,none
T0000624,A00013,M00007,2025-08-02 14:45:00,19.23,GBP,Purchase,Completed,False,none
T0000625,A00026,M00045,2025-01-15 18:56:00,207.32,EUR,Purchase,Completed,False,none
T0000626,A00099,M00022,2025-06-25 20:09:00,20.72,EUR,Purchase,Completed,False,none
T0000627,A00067,M00037,2025-04-13 15:19:00,28.82,EUR,Purchase,Completed,False,none
T0000628,A00019,M00014,2025-01-20 19:55:00,12.57,EUR,Purchase,Completed,False,none
T0000629,A00062,M00035,2025-02-21 16:35:00,81.7,EUR,Purchase,Declined,False,none
T0000630,A00031,M00047,2025-07-02 16:12:00,177.41,GBP,Purchase,Completed,False,none
T0000631,A00116,M00061,2025-06-05 12:36:00,26.87,EUR,Purchase,Completed,False,none
T0000632,A00002,M00029,2025-07-25 01:52:00,66.44,EUR,Purchase,Completed,False,none
T0000633,A00083,M00067,2025-09-11 19:22:00,133.03,EUR,Purchase,Completed,False,none
T0000634,A00085,M00006,2025-04-07 14:29:00,29.29,EUR,Purchase,Completed,False,none
T0000635,A00004,M00046,2025-04-15 19:36:00,215.55,EUR,Purchase,Completed,False,none
T0000636,A00017,M00015,2025-09-05 13:50:00,47.7,GBP,Purchase,Completed,False,none
T0000637,A00043,M00031,2025-03-13 09:33:00,113.68,GBP,Purchase,Declined,False,none
T0000638,A00098,M00054,2025-01-29 13:57:00,21.92,EUR,Purchase,Completed,False,none
T0000639,A00059,M00066,2025-11-08 17:45:00,57.5,EUR,Purchase,Completed,False,none
T0000640,A00074,M00072,2025-03-18 06:25:00,138.15,USD,Purchase,Completed,False,none
T0000641,A00086,M00068,2025-02-14 10:29:00,152.74,EUR,Purchase,Completed,False,none
T0000642,A00092,M00040,2025-09-27 18:41:00,8.29,USD,Purchase,Completed,False,none
T0000643,A00053,M00004,2025-07-14 17:04:00,25.24,EUR,Purchase,Completed,False,none
T0000644,A00055,M00062,2025-02-23 22:13:00,16.69,EUR,Purchase,Completed,False,none
T0000645,A00082,M00026,2025-11-07 20:14:00,155.33,EUR,Purchase,Completed,False,none
T0000646,A00033,M00004,2025-03-31 18:48:00,116.71,EUR,Purchase,Declined,False,none
T0000647,A00096,M00047,2025-09-04 15:49:00,933.02,GBP,Purchase,Completed,False,none
T0000648,A00001,M00080,2025-08-26 13:49:00,20.0,USD,Purchase,Completed,False,none
T0000649,A00021,M00029,2025-10-30 19:06:00,134.27,EUR,Purchase,Completed,False,none
T0000650,A00088,M00066,2025-09-24 11:17:00,49.78,EUR,Purchase,Completed,False,none
T0000651,A00041,M00080,2025-09-14 09:18:00,10.83,USD,Purchase,Completed,False,none
T0000652,A00013,M00005,2025-01-19 15:01:00,37.59,EUR,Purchase,Completed,False,none
T0000653,A00020,M00039,2025-12-09 12:15:00,45.72,GBP,Purchase,Completed,False,none
T0000654,A00058,M00055,2025-02-16 16:25:00,375.94,GBP,Purchase,Completed,True,high_amount
T0000655,A00093,M00052,2025-04-03 19:53:00,180.5,EUR,Purchase,Completed,False,none
T0000656,A00004,M00076,2025-06-12 19:10:00,49.5,EUR,Purchase,Completed,False,none
T0000657,A00002,M00047,2025-04-16 18:51:00,112.59,GBP,Purchase,Completed,False,none
T0000658,A00051,M00009,2025-08-05 15:49:00,52.16,EUR,Purchase,Completed,False,none
T0000659,A00112,M00016,2025-01-20 12:09:00,18.38,USD,Purchase,Completed,False,none
T0000660,A00034,M00001,2025-06-15 19:15:00,40.13,EUR,Purchase,Completed,False,none
T0000661,A00113,M00059,2025-05-08 19:27:00,16.85,EUR,Purchase,Completed,False,none
T0000662,A00101,M00019,2025-08-25 13:56:00,9.1,EUR,Purchase,Completed,False,none
T0000663,A00034,M00007,2025-07-09 19:47:00,65.61,GBP,Purchase,Completed,False,none
T0000664,A00091,M00063,2025-10-03 18:58:00,41.2,GBP,Purchase,Completed,False,none
T0000665,A00078,M00035,2025-03-02 13:18:00,101.79,EUR,Purchase,Completed,False,none
T0000666,A00056,M00060,2025-12-13 18:54:00,7.3,EUR,Purchase,Completed,False,none
T0000667,A00047,M00034,2025-05-24 10:57:00,22.37,EUR,Purchase,Completed,False,none
T0000668,A00091,M00070,2025-05-08 17:35:00,54.51,EUR,Purchase,Completed,False,none
T0000669,A00087,M00003,2025-07-20 06:09:00,112.01,EUR,Purchase,Completed,False,none
T0000670,A00084,M00002,2025-03-01 13:16:00,57.98,EUR,Purchase,Completed,False,none
T0000671,A00119,M00050,2025-10-25 09:07:00,66.01,EUR,Purchase,Completed,False,none
T0000672,A00053,M00020,2025-04-07 17:48:00,52.81,EUR,Purchase,Completed,False,none
T0000673,A00090,M00032,2025-12-05 22:18:00,34.46,USD,Purchase,Completed,False,none
T0000674,A00098,M00023,2025-02-24 15:42:00,16.17,GBP,Purchase,Completed,False,none
T0000675,A00023,M00007,2025-11-12 08:16:00,10.24,GBP,Purchase,Completed,False,none
T0000676,A00004,M00070,2025-05-24 17:58:00,72.48,EUR,Purchase,Completed,False,none
T0000677,A00045,M00027,2025-08-10 13:46:00,101.0,EUR,Purchase,Completed,False,none
T0000678,A00096,M00047,2025-11-15 12:22:00,92.27,GBP,Purchase,Completed,False,none
T0000679,A00035,M00053,2025-02-17 14:28:00,108.7,EUR,Purchase,Completed,False,none
T0000680,A00079,M00025,2025-05-07 22:03:00,161.26,EUR,Purchase,Completed,False,none
T0000681,A00001,M00057,2025-12-13 12:08:00,74.55,EUR,Purchase,Completed,False,none
T0000682,A00042,M00032,2025-02-24 09:59:00,67.77,USD,Purchase,Completed,False,none
T0000683,A00070,M00018,2025-02-07 11:48:00,28.63,EUR,Purchase,Completed,False,none
T0000684,A00010,M00052,2025-07-10 09:50:00,154.28,EUR,Purchase,Completed,False,none
T0000685,A00103,M00055,2025-01-10 11:38:00,112.76,GBP,Purchase,Completed,False,none
T0000686,A00014,M00016,2025-12-29 13:13:00,17.31,USD,Purchase,Completed,False,none
T0000687,A00107,M00015,2025-11-26 16:06:00,54.42,GBP,Purchase,Completed,False,none
T0000688,A00025,M00078,2025-03-10 12:43:00,32.23,EUR,Purchase,Completed,False,none
T0000689,A00117,M00038,2025-03-05 18:19:00,45.51,EUR,Purchase,Completed,False,none
T0000690,A00068,M00050,2025-10-11 14:00:00,35.15,EUR,Purchase,Completed,False,none
T0000691,A00004,M00067,2025-07-10 16:01:00,315.69,EUR,Purchase,Completed,False,none
T0000692,A00004,M00079,2025-10-28 18:33:00,42.89,GBP,Purchase,Completed,False,none
T0000693,A00004,M00078,2025-12-20 16:50:00,42.21,EUR,Purchase,Completed,False,none
T0000694,A00067,M00080,2025-05-27 13:21:00,9.01,USD,Purchase,Completed,False,none
T0000695,A00090,M00005,2025-04-03 18:59:00,11.54,EUR,Purchase,Completed,False,none
T0000696,A00045,M00059,2025-08-15 18:22:00,30.66,EUR,Purchase,Completed,False,none
T0000697,A00050,M00067,2025-08-20 13:43:00,118.48,EUR,Purchase,Completed,False,none
T0000698,A00067,M00033,2025-06-07 14:14:00,53.84,EUR,Purchase,Completed,False,none
T0000699,A00058,M00055,2025-04-20 20:36:00,209.35,GBP,Purchase,Completed,False,none
T0000700,A00078,M00075,2025-04-06 13:16:00,41.65,EUR,Purchase,Declined,False,none
T0000701,A00052,M00024,2025-07-10 21:46:00,23.3,USD,Purchase,Completed,False,none
T0000702,A00081,M00055,2025-06-05 11:27:00,211.26,GBP,Purchase,Completed,False,none
T0000703,A00119,M00050,2025-06-16 13:02:00,109.96,EUR,Purchase,Completed,False,none
T0000704,A00042,M00017,2025-02-04 08:14:00,10.2,EUR,Purchase,Completed,False,none
T0000705,A00001,M00057,2025-11-18 17:21:00,19.93,EUR,Purchase,Completed,False,none
T0000706,A00009,M00017,2025-09-16 16:27:00,32.52,EUR,Purchase,Completed,False,none
T0000707,A00062,M00067,2025-12-02 14:16:00,150.75,EUR,Purchase,Completed,False,none
T0000708,A00041,M00080,2025-10-30 09:34:00,37.38,USD,Purchase,Completed,False,none
T0000709,A00112,M00009,2025-08-14 16:57:00,74.16,EUR,Purchase,Completed,False,none
T0000710,A00071,M00038,2025-04-23 10:42:00,296.71,EUR,Purchase,Completed,False,none
T0000711,A00057,M00015,2025-08-27 16:18:00,92.26,GBP,Purchase,Completed,False,none
T0000712,A00087,M00057,2025-07-26 01:40:00,85.82,EUR,Purchase,Completed,False,none
T0000713,A00032,M00078,2025-12-04 18:58:00,23.64,EUR,Purchase,Completed,False,none
T0000714,A00091,M00038,2025-03-26 20:14:00,76.89,EUR,Purchase,Completed,False,none
T0000715,A00001,M00060,2025-01-10 13:13:00,30.51,EUR,Purchase,Completed,False,none
T0000716,A00070,M00027,2025-02-16 13:02:00,194.93,EUR,Purchase,Completed,False,none
T0000717,A00111,M00044,2025-03-05 15:50:00,200.14,EUR,Purchase,Completed,False,none
T0000718,A00086,M00068,2025-08-31 13:49:00,112.6,EUR,Purchase,Completed,False,none
T0000719,A00096,M00039,2025-02-23 13:24:00,73.37,GBP,Purchase,Completed,False,none
T0000720,A00044,M00047,2025-02-18 15:52:00,267.56,GBP,Purchase,Completed,False,none
T0000721,A00092,M00047,2025-05-25 09:39:00,12.51,GBP,Purchase,Completed,False,none
T0000722,A00062,M00017,2025-10-13 12:58:00,36.32,EUR,Purchase,Completed,False,none
T0000723,A00070,M00057,2025-06-04 08:55:00,107.58,EUR,Purchase,Completed,False,none
T0000724,A00005,M00014,2025-04-10 20:57:00,183.67,EUR,Purchase,Completed,False,none
T0000725,A00022,M00042,2025-04-14 20:23:00,346.79,EUR,Purchase,Completed,False,none
T0000726,A00062,M00022,2025-10-26 20:38:00,82.63,EUR,Purchase,Completed,False,none
T0000727,A00004,M00078,2025-06-08 14:10:00,60.05,EUR,Purchase,Completed,False,none
T0000728,A00084,M00058,2025-05-15 15:53:00,45.84,EUR,Purchase,Completed,False,none
T0000729,A00093,M00009,2025-10-10 14:19:00,84.63,EUR,Purchase,Completed,False,none
T0000730,A00107,M00015,2025-05-15 17:26:00,41.84,GBP,Purchase,Completed,False,none
T0000731,A00008,M00041,2025-05-11 18:35:00,182.93,EUR,Purchase,Completed,False,none
T0000732,A00110,M00068,2025-10-01 18:47:00,58.52,EUR,Purchase,Completed,False,none
T0000733,A00004,M00052,2025-04-30 17:43:00,94.99,EUR,Purchase,Completed,False,none
T0000734,A00053,M00044,2025-07-06 15:57:00,226.86,EUR,Purchase,Declined,False,none
T0000735,A00093,M00040,2025-08-31 19:42:00,116.69,USD,Purchase,Completed,False,none
T0000736,A00004,M00046,2025-03-15 21:47:00,269.32,EUR,Purchase,Completed,False,none
T0000737,A00001,M00017,2025-02-16 08:34:00,15.14,EUR,Purchase,Completed,False,none
T0000738,A00001,M00017,2025-11-07 04:24:00,27.29,EUR,Purchase,Completed,False,none
T0000739,A00055,M00023,2025-04-19 18:54:00,16.54,GBP,Purchase,Completed,False,none
T0000740,A00090,M00045,2025-05-05 16:22:00,27.19,EUR,Purchase,Completed,False,none
T0000741,A00010,M00078,2025-08-04 16:37:00,17.94,EUR,Purchase,Completed,False,none
T0000742,A00009,M00057,2025-02-07 20:17:00,76.31,EUR,Purchase,Completed,False,none
T0000743,A00065,M00065,2025-01-17 13:28:00,31.13,EUR,Purchase,Completed,False,none
T0000744,A00027,M00029,2025-06-01 17:22:00,202.71,EUR,Purchase,Completed,False,none
T0000745,A00083,M00020,2025-12-20 15:15:00,29.59,EUR,Purchase,Completed,False,none
T0000746,A00112,M00016,2025-07-29 20:49:00,89.31,USD,Purchase,Completed,False,none
T0000747,A00085,M00078,2025-07-31 13:46:00,25.14,EUR,Purchase,Completed,False,none
T0000748,A00101,M00051,2025-08-11 09:42:00,104.59,EUR,Purchase,Completed,False,none
T0000749,A00057,M00031,2025-11-11 12:04:00,943.27,GBP,Purchase,Completed,False,none
T0000750,A00092,M00066,2025-11-01 11:14:00,6.2,EUR,Purchase,Declined,False,none
T0000751,A00019,M00060,2025-01-09 15:13:00,39.4,EUR,Purchase,Completed,False,none
T0000752,A00004,M00075,2025-07-17 11:42:00,87.27,EUR,Purchase,Completed,False,none
T0000753,A00074,M00072,2025-07-19 10:53:00,66.75,USD,Purchase,Completed,False,none
T0000754,A00004,M00046,2025-03-23 18:22:00,649.32,EUR,Purchase,Completed,False,none
T0000755,A00103,M00031,2025-12-22 12:19:00,248.23,GBP,Purchase,Completed,False,none
T0000756,A00078,M00035,2025-04-06 17:33:00,65.89,EUR,Purchase,Completed,False,none
T0000757,A00112,M00016,2025-11-01 17:59:00,31.51,USD,Purchase,Completed,False,none
T0000758,A00038,M00069,2025-02-06 16:22:00,57.68,EUR,Purchase,Completed,False,none
T0000759,A00053,M00044,2025-08-08 19:16:00,125.57,EUR,Refund,Completed,False,none
T0000760,A00084,M00050,2025-09-26 04:31:00,106.25,EUR,Purchase,Completed,False,none
T0000761,A00028,M00018,2025-07-04 14:54:00,26.17,EUR,Purchase,Completed,False,none
T0000762,A00060,M00058,2025-02-08 15:43:00,88.01,EUR,Purchase,Completed,False,none
T0000763,A00075,M00044,2025-02-15 12:31:00,166.13,EUR,Purchase,Completed,False,none
T0000764,A00116,M00006,2025-08-10 11:43:00,45.9,EUR,Purchase,Completed,False,none
T0000765,A00084,M00065,2025-11-11 14:00:00,36.9,EUR,Purchase,Completed,False,none
T0000766,A00009,M00029,2025-08-06 18:45:00,55.4,EUR,Purchase,Completed,False,none
T0000767,A00053,M00044,2025-02-06 22:05:00,169.26,EUR,Purchase,Completed,False,none
T0000768,A00067,M00018,2025-10-14 17:23:00,90.85,EUR,Refund,Completed,False,none
T0000769,A00012,M00073,2025-06-17 16:20:00,22.83,EUR,Purchase,Completed,False,none
T0000770,A00048,M00055,2025-01-28 10:41:00,68.96,GBP,Purchase,Completed,False,none
T0000771,A00034,M00055,2025-05-15 13:14:00,133.53,GBP,Purchase,Completed,False,none
T0000772,A00009,M00017,2025-03-16 17:14:00,33.68,EUR,Purchase,Completed,False,none
T0000773,A00056,M00062,2025-12-27 13:53:00,10.15,EUR,Purchase,Completed,False,none
T0000774,A00017,M00063,2025-11-28 17:28:00,190.77,GBP,Purchase,Completed,False,none
T0000775,A00067,M00018,2025-02-08 14:44:00,16.82,EUR,Purchase,Completed,False,none
T0000776,A00017,M00012,2025-07-28 18:34:00,64.08,EUR,Purchase,Completed,False,none
T0000777,A00083,M00019,2025-01-03 19:37:00,12.32,EUR,Purchase,Completed,False,none
T0000778,A00021,M00061,2025-06-17 15:41:00,101.35,EUR,Purchase,Completed,False,none
T0000779,A00103,M00031,2025-02-26 20:40:00,167.44,GBP,Purchase,Completed,False,none
T0000780,A00001,M00025,2025-09-30 11:54:00,50.53,EUR,Refund,Completed,False,none
T0000781,A00057,M00079,2025-01-27 12:47:00,65.3,GBP,Purchase,Completed,False,none
T0000782,A00039,M00073,2025-11-26 13:18:00,21.99,EUR,Purchase,Completed,False,none
T0000783,A00027,M00051,2025-03-26 17:10:00,81.35,EUR,Purchase,Completed,False,none
T0000784,A00052,M00022,2025-04-06 18:50:00,24.27,EUR,Purchase,Completed,False,none
T0000785,A00093,M00011,2025-11-20 13:22:00,86.97,EUR,Purchase,Completed,False,none
T0000786,A00107,M00063,2025-11-26 15:18:00,99.16,GBP,Purchase,Completed,False,none
T0000787,A00037,M00020,2025-02-05 20:06:00,45.47,EUR,Purchase,Completed,False,none
T0000788,A00014,M00003,2025-02-09 14:33:00,112.13,EUR,Purchase,Completed,False,none
T0000789,A00082,M00073,2025-11-08 21:30:00,16.17,EUR,Purchase,Completed,False,none
T0000790,A00067,M00022,2025-12-23 16:49:00,22.96,EUR,Purchase,Completed,False,none
T0000791,A00022,M00027,2025-06-28 22:44:00,151.84,EUR,Purchase,Completed,False,none
T0000792,A00084,M00067,2025-03-02 11:43:00,116.19,EUR,Purchase,Completed,False,none
T0000793,A00057,M00026,2025-02-25 20:32:00,264.26,EUR,Purchase,Completed,False,none
T0000794,A00074,M00008,2025-04-08 04:51:00,120.64,USD,Purchase,Completed,False,none
T0000795,A00042,M00049,2025-09-08 07:58:00,33.47,EUR,Purchase,Completed,False,none
T0000796,A00049,M00054,2025-02-05 04:48:00,195.44,EUR,Purchase,Completed,False,none
T0000797,A00019,M00062,2025-08-23 18:20:00,70.49,EUR,Purchase,Completed,False,none
T0000798,A00084,M00010,2025-10-21 16:16:00,33.72,EUR,Purchase,Completed,False,none
T0000799,A00015,M00070,2025-02-22 13:00:00,91.42,EUR,Purchase,Completed,False,none
T0000800,A00086,M00068,2025-12-26 10:59:00,100.29,EUR,Purchase,Completed,False,none
T0000801,A00087,M00019,2025-12-27 11:43:00,46.02,EUR,Purchase,Completed,False,none
T0000802,A00084,M00026,2025-04-19 14:56:00,127.64,EUR,Purchase,Completed,False,none
T0000803,A00001,M00001,2025-02-10 09:47:00,24.6,EUR,Purchase,Completed,False,none
T0000804,A00033,M00020,2025-04-29 15:25:00,29.58,EUR,Purchase,Completed,False,none
T0000805,A00051,M00025,2025-04-05 10:08:00,85.87,EUR,Purchase,Completed,False,none
T0000806,A00067,M00057,2025-04-12 12:02:00,58.62,EUR,Purchase,Completed,False,none
T0000807,A00107,M00071,2025-12-04 20:47:00,42.5,GBP,Purchase,Completed,False,none
T0000808,A00043,M00015,2025-02-26 10:18:00,24.2,GBP,Purchase,Completed,False,none
T0000809,A00099,M00057,2025-04-26 16:22:00,138.24,EUR,Purchase,Completed,False,none
T0000810,A00017,M00013,2025-10-15 20:50:00,106.88,EUR,Purchase,Completed,False,none
T0000811,A00042,M00001,2025-01-21 09:28:00,7.39,EUR,Purchase,Completed,False,none
T0000812,A00004,M00070,2025-01-23 20:57:00,124.87,EUR,Purchase,Completed,False,none
T0000813,A00084,M00047,2025-04-21 16:32:00,221.0,GBP,Purchase,Completed,False,none
T0000814,A00013,M00061,2025-12-20 12:49:00,47.77,EUR,Purchase,Completed,False,none
T0000815,A00031,M00071,2025-11-03 14:07:00,61.32,GBP,Purchase,Completed,False,none
T0000816,A00086,M00028,2025-12-05 18:23:00,115.16,EUR,Purchase,Completed,False,none
T0000817,A00060,M00042,2025-11-12 14:10:00,63.31,EUR,Purchase,Completed,False,none
T0000818,A00001,M00001,2025-02-13 09:03:00,56.49,EUR,Purchase,Completed,False,none
T0000819,A00001,M00073,2025-05-27 13:59:00,19.23,EUR,Purchase,Completed,False,none
T0000820,A00055,M00032,2025-07-13 19:31:00,25.58,USD,Purchase,Completed,False,none
T0000821,A00037,M00017,2025-03-02 00:21:00,29.63,EUR,Purchase,Completed,False,none
T0000822,A00019,M00062,2025-12-29 16:22:00,100.09,EUR,Purchase,Completed,False,none
T0000823,A00069,M00045,2025-08-09 18:14:00,248.72,EUR,Purchase,Completed,False,none
T0000824,A00027,M00059,2025-11-08 14:07:00,173.47,EUR,Purchase,Completed,False,none
T0000825,A00067,M00018,2025-04-05 16:54:00,11.63,EUR,Purchase,Completed,False,none
T0000826,A00043,M00015,2025-09-19 10:06:00,28.61,GBP,Purchase,Completed,False,none
T0000827,A00020,M00007,2025-02-08 13:23:00,18.7,GBP,Purchase,Completed,False,none
T0000828,A00011,M00051,2025-01-09 16:09:00,45.63,EUR,Purchase,Completed,False,none
T0000829,A00027,M00027,2025-08-22 17:55:00,139.36,EUR,Purchase,Completed,False,none
T0000830,A00002,M00015,2025-01-25 16:12:00,4.93,GBP,Purchase,Completed,False,none
T0000831,A00038,M00026,2025-04-11 16:23:00,757.88,EUR,Purchase,Completed,False,none
T0000832,A00105,M00060,2025-10-17 17:45:00,48.79,EUR,Purchase,Completed,False,none
T0000833,A00092,M00040,2025-07-01 09:34:00,15.63,USD,Purchase,Completed,False,none
T0000834,A00042,M00073,2025-05-18 13:22:00,23.86,EUR,Purchase,Completed,False,none
T0000835,A00066,M00043,2025-04-17 18:33:00,480.81,EUR,Purchase,Completed,False,none
T0000836,A00065,M00033,2025-09-01 14:26:00,112.96,EUR,Purchase,Completed,False,none
T0000837,A00092,M00061,2025-12-15 06:17:00,7.71,EUR,Purchase,Completed,False,none
T0000838,A00027,M00019,2025-09-27 14:35:00,27.0,EUR,Purchase,Completed,False,none
T0000839,A00036,M00055,2025-05-12 07:21:00,51.66,GBP,Purchase,Completed,False,none
T0000840,A00037,M00036,2025-06-04 14:57:00,145.97,EUR,Purchase,Completed,False,none
T0000841,A00005,M00054,2025-02-07 20:27:00,71.24,EUR,Purchase,Completed,False,none
T0000842,A00038,M00066,2025-02-22 15:45:00,49.43,EUR,Purchase,Completed,False,none
T0000843,A00101,M00051,2025-04-08 13:14:00,70.7,EUR,Purchase,Completed,False,none
T0000844,A00107,M00052,2025-05-22 09:38:00,142.78,EUR,Purchase,Completed,False,none
T0000845,A00008,M00017,2025-12-28 12:33:00,32.49,EUR,Purchase,Completed,False,none
T0000846,A00050,M00027,2025-11-14 15:44:00,359.34,EUR,Purchase,Completed,False,none
T0000847,A00043,M00047,2025-02-11 16:27:00,202.98,GBP,Purchase,Completed,False,none
T0000848,A00053,M00044,2025-05-01 15:43:00,241.86,EUR,Purchase,Completed,False,none
T0000849,A00062,M00068,2025-01-21 19:03:00,49.91,EUR,Purchase,Completed,False,none
T0000850,A00001,M00057,2025-01-23 09:41:00,105.28,EUR,Purchase,Completed,False,none
T0000851,A00093,M00014,2025-05-17 16:45:00,40.67,EUR,Purchase,Completed,False,none
T0000852,A00114,M00034,2025-12-17 18:29:00,257.07,EUR,Purchase,Completed,False,none
T0000853,A00074,M00072,2025-03-09 07:02:00,244.36,USD,Purchase,Completed,False,none
T0000854,A00076,M00035,2025-09-06 15:34:00,195.3,EUR,Purchase,Completed,False,none
T0000855,A00058,M00055,2025-05-24 21:46:00,218.31,GBP,Purchase,Completed,False,none
T0000856,A00041,M00080,2025-07-17 10:27:00,2.89,USD,Purchase,Completed,False,none
T0000857,A00012,M00073,2025-11-14 19:05:00,10.22,EUR,Purchase,Completed,False,none
T0000858,A00067,M00058,2025-10-30 12:23:00,67.64,EUR,Purchase,Completed,False,none
T0000859,A00005,M00053,2025-10-30 20:59:00,291.17,EUR,Purchase,Completed,False,none
T0000860,A00092,M00072,2025-05-31 12:16:00,11.44,USD,Purchase,Completed,False,none
T0000861,A00047,M00034,2025-01-18 17:31:00,21.75,EUR,Purchase,Completed,False,none
T0000862,A00046,M00062,2025-12-26 17:21:00,12.05,EUR,Purchase,Completed,False,none
T0000863,A00040,M00034,2025-12-29 17:42:00,22.31,EUR,Purchase,Completed,False,none
T0000864,A00113,M00051,2025-11-10 19:25:00,37.79,EUR,Purchase,Completed,False,none
T0000865,A00019,M00062,2025-06-24 17:23:00,94.73,EUR,Purchase,Completed,False,none
T0000866,A00013,M00055,2025-04-13 15:34:00,177.93,GBP,Purchase,Completed,False,none
T0000867,A00017,M00011,2025-03-05 15:34:00,51.89,EUR,Purchase,Completed,False,none
T0000868,A00075,M00052,2025-05-16 09:29:00,82.4,EUR,Purchase,Completed,False,none
T0000869,A00117,M00078,2025-05-03 13:15:00,22.97,EUR,Purchase,Completed,False,none
T0000870,A00027,M00075,2025-04-11 13:06:00,34.27,EUR,Purchase,Completed,False,none
T0000871,A00105,M00061,2025-12-13 15:41:00,34.09,EUR,Purchase,Completed,False,none
T0000872,A00034,M00015,2025-08-29 19:20:00,55.83,GBP,Purchase,Completed,False,none
T0000873,A00074,M00080,2025-03-23 09:36:00,13.58,USD,Purchase,Completed,False,none
T0000874,A00004,M00054,2025-08-22 16:22:00,64.01,EUR,Purchase,Completed,False,none
T0000875,A00054,M00008,2025-09-15 15:51:00,17.1,USD,Purchase,Completed,False,none
T0000876,A00074,M00008,2025-07-10 09:42:00,41.73,USD,Purchase,Completed,False,none
T0000877,A00059,M00066,2025-12-12 13:24:00,90.78,EUR,Purchase,Completed,False,none
T0000878,A00027,M00027,2025-12-19 10:19:00,104.94,EUR,Purchase,Completed,False,none
T0000879,A00092,M00048,2025-06-07 10:44:00,157.85,USD,Purchase,Completed,False,none
T0000880,A00113,M00059,2025-06-22 20:00:00,58.15,EUR,Purchase,Completed,False,none
T0000881,A00050,M00067,2025-03-21 20:03:00,85.02,EUR,Purchase,Completed,False,none
T0000882,A00071,M00038,2025-10-14 16:05:00,113.43,EUR,Purchase,Completed,False,none
T0000883,A00087,M00059,2025-12-06 08:20:00,131.36,EUR,Purchase,Completed,False,none
T0000884,A00028,M00018,2025-08-29 14:29:00,55.02,EUR,Purchase,Completed,False,none
T0000885,A00098,M00065,2025-03-15 05:17:00,29.69,EUR,Purchase,Completed,False,none
T0000886,A00034,M00055,2025-07-09 03:11:00,158.48,GBP,Purchase,Completed,False,none
T0000887,A00086,M00036,2025-10-18 14:18:00,29.19,EUR,Refund,Completed,False,none
T0000888,A00008,M00054,2025-01-16 18:29:00,56.15,EUR,Purchase,Completed,False,none
T0000889,A00035,M00009,2025-08-04 14:17:00,28.53,EUR,Purchase,Completed,False,none
T0000890,A00058,M00074,2025-08-28 21:34:00,34.69,EUR,Purchase,Completed,False,none
